dmd_id,month, year, count
10407511000001109,9,2020,76492
10408211000001105,5,2023,44350
10408411000001109,2,2020,82552
10408611000001107,12,2019,120379
10408911000001101,4,2020,25519
10409211000001100,3,2020,33594
10409611000001103,1,2019,831
10410111000001103,10,2019,20136
10410311000001101,6,2019,71708
10410511000001107,8,2018,21527
10410711000001102,9,2022,16068
10410911000001100,10,2018,65907
10411000001105,11,2021,119123
10411111000001109,4,2020,23105
10411411000001104,11,2021,35784
10412011000001100,5,2022,88333
10412211000001105,8,2021,107511
10412411000001109,7,2018,120397
10412611000001107,12,2021,38059
10412711000001103,4,2018,110912
10413011000001109,6,2018,119671
10413211000001104,3,2023,59246
10413411000001100,6,2018,7569
10413611000001102,8,2023,8831
10413811000001103,5,2021,114440
10414011000001106,4,2018,67289
10414211000001101,11,2023,62530
10414411000001102,3,2023,76519
10414511000001103,5,2022,73348
10415211000001100,4,2023,81440
10415411000001101,3,2021,110013
10415611000001103,6,2022,53745
10415811000001104,1,2019,10910
10416211000001106,12,2018,22942
10416411000001105,12,2019,47524
10417011000001103,3,2023,109508
10417211000001108,4,2023,56560
10417411000001107,8,2021,17640
10418211000001107,9,2020,119564
10418411000001106,12,2023,46268
10418611000001109,7,2020,56248
10418811000001108,10,2021,58757
10420311000001106,11,2021,69291
10420511000001100,4,2020,43077
10421011000001104,8,2018,50430
10421211000001109,4,2018,69961
10421511000001107,2,2021,83240
10422211000001102,1,2018,34449
10423111000001102,1,2021,43036
10423311000001100,6,2019,37543
10423711000001101,2,2022,40730
10428711000001107,1,2018,48863
10429011000001100,3,2018,10222
10431011000001102,11,2022,1523
104311000001103,6,2019,90808
10431411000001106,11,2021,28015
10435511000001108,5,2020,26593
10435711000001103,9,2019,67096
10435911000001101,12,2023,104759
10436111000001105,11,2021,120489
10436311000001107,1,2018,72719
10437111000001108,9,2023,52411
10437311000001105,1,2021,60721
10437911000001106,8,2021,19167
10438411000001104,11,2021,80973
10438711000001105,10,2018,83532
10438811000001102,5,2021,61971
10438911000001107,11,2021,36473
10439411000001107,5,2021,9182
10439511000001106,10,2019,84197
10439811000001109,1,2020,16471
10440011000001105,10,2018,23275
10440211000001100,6,2020,114864
10440311000001108,2,2023,34701
10440611000001103,12,2023,54266
10440811000001104,1,2018,14102
10441011000001101,10,2018,68854
104411000001105,7,2019,76115
10441211000001106,2,2022,108102
10441411000001105,3,2019,16880
10441611000001108,10,2018,29806
10441811000001107,5,2022,121730
10442011000001109,8,2021,49379
10442811000001103,9,2021,84621
10443011000001100,8,2020,82165
10443211000001105,4,2020,88922
10443511000001108,7,2018,81726
10443811000001106,7,2019,105673
10444011000001103,4,2018,89352
10444211000001108,5,2023,70450
10444411000001107,6,2019,49651
10444611000001105,7,2022,100144
10444811000001109,7,2019,122482
10445111000001103,9,2020,95123
10445311000001101,2,2018,101366
10445511000001107,8,2020,21626
10447911000001105,2,2020,120101
10450211000001102,1,2021,41914
10450411000001103,4,2023,9403
10450611000001100,9,2019,30322
10450811000001101,8,2021,49718
10451011000001103,11,2020,1934
104511000001109,1,2020,93552
10451211000001108,11,2018,92160
10451411000001107,12,2020,121930
10451811000001109,4,2022,48417
10452011000001106,2,2018,90118
10454511000001108,9,2022,68820
10455611000001108,9,2019,47625
10458811000001103,4,2021,8491
10459011000001104,7,2019,107199
10459211000001109,6,2021,108066
10459611000001106,4,2020,112130
10460311000001100,6,2019,75861
10460511000001106,2,2019,52751
10460911000001104,12,2021,105520
10461111000001108,3,2019,41946
10461311000001105,4,2022,40939
10461611000001100,1,2021,33054
10461811000001101,7,2021,90320
10462111000001103,10,2022,74029
10462411000001108,12,2019,121712
10462611000001106,5,2020,114625
10462911000001100,2,2023,12266
10463711000001105,12,2022,17902
10464211000001100,1,2021,35483
10464511000001102,10,2021,80615
10464711000001107,12,2023,93816
10464911000001109,11,2019,6580
10465111000001105,3,2021,46587
10465211000001104,11,2018,33941
10465511000001101,9,2019,113131
10465711000001106,6,2019,85450
10466011000001100,1,2021,63782
10466411000001109,1,2023,31294
10466811000001106,11,2023,90619
10467011000001102,7,2020,24700
10467411000001106,1,2018,41384
10467511000001105,9,2021,75193
10468111000001100,7,2021,48378
10468511000001109,8,2023,71572
10468711000001104,6,2020,18755
10469111000001107,3,2022,57336
10470611000001102,5,2022,86371
104711000001104,9,2018,119680
10471111000001104,5,2020,3516
10471311000001102,2,2023,110771
10471511000001108,5,2020,63723
10471711000001103,1,2019,122311
10472011000001108,9,2021,64595
10472411000001104,3,2020,107777
10472611000001101,2,2022,1563
10472911000001107,8,2023,90127
10473411000001108,12,2022,39583
10473711000001102,9,2021,92926
10474411000001106,6,2021,19527
10475911000001104,2,2019,98788
10476311000001105,12,2021,111693
10477311000001108,12,2018,97134
10477511000001102,7,2018,112700
10477811000001104,7,2018,30061
10478111000001107,4,2018,25025
10478411000001102,11,2018,95813
10478811000001100,8,2018,64993
10479211000001106,4,2018,82234
10479611000001108,6,2021,79009
10480311000001103,8,2021,88978
10480711000001104,6,2018,75211
10482711000001100,11,2023,28449
10483211000001101,1,2019,76483
10483311000001109,1,2018,1166
10483611000001104,1,2022,64666
10483811000001100,8,2023,93913
10484011000001108,10,2023,112267
10484311000001106,4,2018,51467
10484611000001101,2,2020,80691
10484811000001102,12,2020,84079
10485011000001107,7,2022,66484
10485111000001108,2,2022,96647
10485311000001105,9,2021,2811
10485511000001104,12,2023,38015
10486311000001100,4,2018,51143
10486511000001106,1,2020,118728
10486711000001101,4,2023,94337
10486811000001109,12,2022,116535
10486911000001104,4,2022,36280
10487311000001102,5,2023,18177
10487411000001109,2,2020,89002
10487711000001103,4,2021,102196
10488111000001103,8,2023,75193
10488411000001108,10,2023,18861
10488611000001106,11,2020,22489
10488711000001102,4,2018,73134
10489211000001104,3,2019,7321
10489511000001101,11,2018,17040
10489811000001103,3,2021,59628
10490011000001100,1,2021,39994
10490511000001108,7,2020,105818
10490611000001107,7,2019,81969
10491311000001107,6,2020,62250
10491511000001101,5,2019,65203
10491611000001102,4,2022,50705
10492011000001101,3,2020,119719
10492311000001103,10,2018,116629
10492411000001105,10,2021,23005
10492811000001107,3,2022,93331
10493211000001100,7,2022,18313
10493611000001103,10,2019,34102
10494211000001102,9,2020,41404
10495111000001107,12,2023,44101
10495211000001101,9,2022,20237
10496711000001100,9,2021,107919
10497011000001104,4,2018,27434
10497211000001109,3,2019,103197
10498811000001109,4,2023,87464
10499511000001100,5,2023,43409
10499711000001105,10,2021,22096
10500111000001108,7,2022,73337
10500311000001105,6,2018,30160
10500411000001103,12,2019,74210
10500511000001104,11,2018,120305
10501211000001108,9,2020,111356
10501411000001107,5,2022,121842
10502511000001103,4,2018,120614
10502711000001108,11,2023,29537
10502811000001100,11,2021,42191
10503111000001101,1,2022,111921
10503211000001107,2,2019,90520
10503511000001105,5,2022,4788
10503611000001109,11,2023,111154
10504511000001108,10,2018,39561
10504811000001106,3,2020,72258
10505011000001101,9,2019,4109
10505311000001103,4,2022,82202
10505611000001108,12,2020,30038
10505911000001102,12,2018,51578
10506711000001107,2,2019,111935
10507011000001108,10,2022,73202
10507311000001106,7,2019,54254
10507611000001101,3,2018,30409
10508011000001109,6,2021,25848
10508311000001107,8,2019,14634
10508411000001100,2,2022,69839
10508511000001101,7,2023,50932
10509011000001104,3,2023,33602
10509911000001100,6,2022,90604
10510311000001108,7,2022,56715
10510511000001102,2,2018,101746
10511011000001101,12,2019,81024
10511511000001109,10,2022,58408
10511811000001107,7,2023,12145
10512411000001100,6,2022,63418
10512611000001102,1,2022,73326
10512811000001103,2,2018,6268
10512911000001108,12,2020,64670
10513211000001105,1,2020,16526
10513311000001102,3,2018,44475
10513611000001107,5,2022,30884
10513711000001103,6,2023,24877
10514011000001103,1,2019,42843
10516311000001106,5,2023,84050
10517711000001108,1,2022,1653
10517911000001105,2,2018,5276
10518111000001108,6,2019,96662
10518311000001105,10,2023,104586
10518511000001104,11,2019,53245
10518711000001109,7,2022,73288
10518911000001106,2,2018,97783
10519111000001101,9,2021,55189
10519311000001104,7,2022,23896
10519511000001105,1,2022,99689
10520011000001101,12,2022,2463
10520411000001105,11,2019,16456
10521511000001102,8,2021,69314
10527211000001105,8,2020,98290
10528211000001109,1,2019,82740
10528711000001102,10,2019,114917
10534011000001105,3,2023,54114
10534211000001100,10,2020,107330
10534611000001103,1,2018,42044
10535611000001102,12,2019,70004
10535811000001103,3,2023,18825
10536611000001107,10,2020,66363
10537211000001107,12,2023,105250
10537711000001100,9,2019,33721
10538211000001106,12,2020,108015
10538311000001103,7,2020,63530
10538611000001108,2,2019,118785
10538811000001107,1,2022,121742
10538911000001102,2,2018,77809
10539211000001101,6,2020,25768
10539411000001102,2,2022,85218
10539511000001103,6,2018,15899
10539711000001108,6,2019,38728
10540011000001104,6,2022,37595
10540211000001109,3,2023,51160
10540411000001108,11,2018,43344
10540711000001102,4,2023,1345
10540911000001100,2,2022,60878
105411000001106,11,2023,87422
10541111000001109,3,2022,1242
10541511000001100,2,2020,50730
10541811000001102,9,2018,57905
10542011000001100,12,2023,46630
10542411000001109,2,2022,23093
10542611000001107,11,2021,115279
10543411000001100,8,2022,36406
10543611000001102,10,2021,86318
10543811000001103,10,2023,22285
10544711000001108,5,2018,70253
10545011000001105,5,2020,121342
10545311000001108,7,2019,30516
10546611000001108,1,2018,6793
10547111000001102,11,2021,510
10547411000001107,7,2022,27242
10548011000001102,10,2023,50082
10549911000001106,6,2022,67215
10550311000001104,7,2020,98180
10552011000001103,7,2021,61669
10563411000001105,12,2020,25663
10566011000001109,4,2019,39266
10566211000001104,3,2019,24928
10566411000001100,4,2021,50016
10566611000001102,8,2021,9107
10566811000001103,8,2019,54408
10567011000001107,6,2020,50497
10567611000001100,8,2021,44503
10570211000001105,9,2020,89938
10572311000001103,7,2022,106381
10573211000001100,10,2019,111827
10577111000001103,9,2022,115478
105911000001103,3,2019,103594
10596311000001105,1,2018,5362
10606111000001100,8,2021,15102
10612511000001105,5,2020,74099
10614811000001102,2,2020,68858
10615011000001107,2,2021,60676
10615211000001102,8,2021,68377
10615711000001109,5,2023,41340
10617311000001102,1,2018,3296
10617511000001108,5,2022,74532
10617811000001106,7,2023,120317
10618111000001103,6,2019,102838
10618511000001107,6,2019,58499
10618711000001102,4,2018,114663
10618911000001100,3,2020,46929
10619911000001108,4,2020,35128
10620211000001100,7,2023,53570
106211000001101,12,2019,104261
10625411000001108,1,2018,55379
10637411000001100,12,2019,32723
10638811000001104,5,2018,57345
10639111000001104,2,2022,40548
10639311000001102,4,2021,1100
10640011000001107,1,2019,69661
10640211000001102,8,2023,50201
10643711000001100,11,2021,99719
10644811000001106,1,2021,33149
10645111000001100,4,2023,103937
10646911000001109,3,2023,114660
10649011000001104,12,2018,114922
10649711000001102,10,2023,11165
10658811000001100,12,2018,77894
106611000001104,2,2018,18014
10667211000001109,10,2021,64610
10685111000001105,2,2022,90006
10686211000001105,10,2020,46512
10686911000001101,7,2020,122006
10687111000001101,1,2020,9530
10687311000001104,12,2018,21212
10687511000001105,3,2023,88129
10688811000001107,8,2023,81704
10689011000001106,7,2020,30938
10689211000001101,7,2022,19385
10701211000001107,3,2021,86105
10702311000001108,12,2020,8286
10705611000001107,12,2020,59012
10720111000001104,1,2019,45427
10720911000001101,4,2022,81716
10721111000001105,9,2020,86450
10721411000001100,8,2020,69697
10724111000001108,5,2021,27785
107311000001107,1,2021,45625
10731311000001109,6,2019,63774
10733011000001107,12,2019,43228
10733511000001104,8,2021,92389
10733711000001109,3,2019,70329
10733911000001106,2,2018,68398
10740111000001102,2,2021,60267
10740411000001107,2,2023,22017
10740611000001105,6,2020,123344
10740811000001109,10,2023,4923
10741011000001107,5,2018,23643
107411000001100,10,2021,94683
10741211000001102,5,2019,57769
10742711000001102,10,2022,17569
10743211000001103,10,2021,31392
10743711000001105,7,2020,121457
10743911000001107,5,2023,57765
10752811000001108,10,2022,55524
10766811000001102,3,2022,20463
10767211000001101,2,2021,74552
10767411000001102,7,2018,108044
10769311000001104,1,2023,100805
10769611000001109,5,2023,27376
10770211000001109,3,2021,68666
10775911000001109,9,2019,73078
10776711000001104,2,2018,100224
10784611000001107,9,2020,1673
10785211000001106,7,2022,73720
10785411000001105,3,2021,42806
10785811000001107,6,2018,12455
10786511000001102,8,2023,33031
10786711000001107,2,2023,66141
107911000001108,8,2023,82585
10792511000001104,12,2018,8237
10798011000001105,6,2021,53489
10810011000001106,3,2020,99144
10811000001107,9,2019,95672
108111000001106,7,2022,41246
10816811000001103,7,2019,81883
10817111000001108,4,2021,53938
10817411000001103,10,2018,49563
10820111000001101,4,2019,105474
10820511000001105,2,2019,115911
108211000001100,9,2020,82524
10821811000001100,10,2019,34873
10822011000001103,9,2023,108444
10822611000001105,8,2018,92673
10828511000001108,12,2019,119312
10828711000001103,1,2019,53384
10829111000001106,11,2020,113777
108311000001108,12,2019,99863
10833711000001106,10,2021,13343
10834511000001103,9,2021,76028
10834711000001108,4,2023,119988
10834911000001105,2,2018,43867
10835511000001102,11,2020,30033
10835711000001107,2,2021,121035
10838811000001108,7,2018,159
10839011000001107,1,2019,100714
10839211000001102,11,2019,32661
10839411000001103,3,2022,10608
10842811000001107,9,2022,55845
10843011000001105,3,2023,107068
10843211000001100,6,2023,105781
10844811000001101,7,2021,49347
10845211000001101,3,2019,22101
10845611000001104,4,2018,59217
10846011000001102,2,2020,71579
10846211000001107,5,2023,112873
10847111000001103,10,2019,26176
10847311000001101,8,2018,18346
10847511000001107,10,2023,105791
10848911000001104,3,2020,75536
10849111000001109,8,2018,104555
10849511000001100,4,2019,115794
10849711000001105,5,2019,91712
10849911000001107,2,2019,105389
10850111000001102,2,2019,109408
10850511000001106,1,2018,102629
10851411000001103,8,2019,62120
10851611000001100,3,2021,98641
10853211000001103,10,2021,71890
10853411000001104,3,2018,101186
10853611000001101,8,2023,42488
10854611000001103,6,2018,30977
10855211000001104,4,2023,82396
10855711000001106,6,2022,61755
10855911000001108,11,2021,116485
10856111000001104,2,2020,62172
10856811000001106,2,2019,12438
10857011000001102,3,2018,95482
10857311000001104,10,2018,37386
10858011000001101,10,2018,17747
10865511000001109,12,2019,117806
10878211000001109,11,2022,25268
10878511000001107,6,2021,32365
10890211000001100,10,2020,3370
10892211000001104,2,2018,92576
10898611000001100,4,2020,84077
10900011000001100,11,2020,114641
10900211000001105,4,2021,35409
10904511000001104,2,2022,82606
10905211000001101,8,2019,49671
10907011000001104,5,2021,76301
10907211000001109,5,2021,44347
10908311000001100,5,2022,51949
109111000001104,4,2020,50668
10921411000001106,5,2018,55391
10922311000001108,8,2021,15701
10930611000001102,12,2019,88909
10930811000001103,8,2020,84491
109311000001102,6,2022,74041
109511000001108,8,2019,64111
10952411000001100,9,2023,51976
10956911000001107,6,2023,20407
10957811000001100,8,2018,15410
109611000001107,2,2019,118512
10961711000001107,5,2023,112873
10961811000001104,11,2019,36318
10962111000001101,7,2020,43849
10962511000001105,7,2023,36113
10962711000001100,4,2018,37275
10962911000001103,6,2019,10118
10963111000001107,5,2018,40730
10964111000001109,1,2021,59800
10964511000001100,8,2018,24176
10964711000001105,6,2020,60374
10968811000001105,11,2019,53753
10969211000001104,7,2019,79057
109811000001106,1,2023,23151
10981911000001107,4,2019,79752
10982111000001104,4,2021,43329
10983511000001101,10,2021,61797
10985011000001105,5,2023,76535
10985211000001100,6,2018,89396
10985511000001102,12,2019,64693
10985811000001104,9,2022,84719
10986411000001105,5,2018,9961
10986511000001109,3,2019,38868
10986811000001107,8,2018,111845
10987011000001103,5,2020,97303
10987211000001108,10,2018,75980
11004611000001101,11,2023,10072
11005011000001107,10,2022,47166
11005911000001106,1,2022,58013
11008911000001100,7,2019,79935
11009311000001107,9,2023,7673
11009611000001102,1,2019,28918
11009711000001106,2,2018,89827
11010111000001102,10,2021,54618
11010711000001101,2,2018,52877
11010911000001104,8,2020,99113
11011000001105,9,2021,100745
11011111000001108,3,2019,49571
11011911000001106,12,2022,102709
11012111000001103,7,2023,72836
11012611000001106,6,2020,84779
11012911000001100,8,2018,66550
11013611000001101,5,2022,93687
11013911000001107,3,2018,4702
11014211000001100,11,2018,26575
11014511000001102,8,2023,98047
11014711000001107,2,2019,29325
11014911000001109,4,2022,91759
11015011000001109,3,2020,79794
11015311000001107,2,2021,102610
11015511000001101,10,2023,121772
11015911000001108,10,2018,2284
11016311000001102,1,2020,74093
11016511000001108,2,2022,1777
11016711000001103,11,2019,20230
11016911000001101,4,2020,29816
11017311000001104,1,2022,59759
11017511000001105,10,2021,30341
11017711000001100,1,2022,107211
11018011000001101,9,2018,94897
11018411000001105,3,2019,55750
11018611000001108,7,2023,62520
11018911000001102,11,2022,37573
11019211000001101,7,2022,30276
11019711000001108,3,2023,68980
11019911000001105,11,2020,2828
11020111000001108,1,2019,97420
11020311000001105,10,2021,100557
11020511000001104,12,2023,18727
11020711000001109,12,2023,99275
11026411000001101,9,2019,30604
11026611000001103,6,2020,58128
11028811000001103,2,2019,61309
11029111000001103,5,2020,16684
11029311000001101,5,2021,56917
11029611000001106,12,2018,49161
11029811000001105,4,2018,86953
11030611000001103,8,2021,81590
11030911000001109,10,2020,23715
11031511000001109,10,2018,54845
11032011000001109,3,2021,41362
11032211000001104,9,2020,108053
11032411000001100,7,2019,101505
11032611000001102,2,2021,35078
11032811000001103,4,2023,98324
11033011000001100,7,2020,82147
11035511000001107,6,2022,53705
11037311000001109,2,2019,38
11044311000001104,6,2018,115854
11044611000001109,7,2023,45287
110511000001103,9,2021,69792
11052611000001103,6,2020,8833
110611000001104,2,2021,28551
11064311000001107,10,2019,114975
11064711000001106,10,2019,87111
110811000001100,3,2023,44395
11094011000001106,2,2022,27977
11094411000001102,6,2018,88070
11094811000001100,4,2019,26400
11095111000001106,3,2021,99400
111000001107,10,2019,65226
11103011000001102,9,2021,109943
11103311000001104,5,2019,72196
11109511000001107,11,2019,52213
1111000001108,5,2022,71070
11120111000001100,5,2020,34701
11121311000001108,6,2023,87116
11136411000001109,2,2019,115487
11137611000001109,9,2019,107221
11137811000001108,8,2020,119860
11139211000001101,10,2021,68172
11140111000001103,10,2022,25804
111411000001106,11,2023,112388
11142311000001102,7,2018,97718
11143411000001100,8,2021,13192
11145211000001100,9,2023,25893
11149211000001102,11,2020,85509
11149411000001103,2,2020,31890
11149611000001100,12,2019,27062
11149811000001101,1,2020,42936
11150011000001102,8,2019,10040
111511000001105,1,2023,33940
11152711000001101,2,2019,17081
11153011000001107,11,2020,71243
11157111000001100,1,2018,21942
11159011000001105,3,2022,43564
11159211000001100,7,2018,120375
11159911000001109,7,2022,80643
111611000001109,1,2020,8441
11176611000001109,1,2018,4974
11176811000001108,5,2023,116589
11177011000001104,11,2022,93643
11177311000001101,7,2018,60280
11177511000001107,3,2022,106708
11177711000001102,10,2021,55228
111811000001108,12,2020,40037
112011000001105,9,2023,88521
11211000001100,3,2021,7362
112311000001108,12,2021,57794
112411000001101,7,2022,9704
11248711000001102,7,2021,79221
112511000001102,5,2020,40608
11252511000001108,2,2023,122743
11255511000001102,7,2018,121058
11255711000001107,11,2021,81405
11256211000001106,9,2018,113470
11256411000001105,3,2022,103812
11261611000001106,3,2022,118819
11261811000001105,12,2021,112069
11270111000001101,7,2022,36528
11272611000001105,7,2021,96605
11272911000001104,9,2022,87884
11273111000001108,6,2018,7101
11273311000001105,2,2022,76676
11273511000001104,7,2020,66131
11311000001108,5,2020,6326
113211000001106,9,2022,119197
113311000001103,10,2018,25420
11342011000001107,7,2023,23980
11342811000001101,6,2021,40734
11343211000001108,11,2018,90599
11343511000001106,5,2021,13259
